Genus,Species,Family,Diet_Inv,Diet_Vend,Diet_Vect,Diet_Vfish,Diet_Vunk,Diet_Scav,Diet_Fruit,Diet_Nect,Diet_Seed,Diet_PlantO,ForStrat_Value,Activity_Nocturnal,Activity_Crepuscular,Activity_Diurnal,BodyMass_Value
Tachyglossus,aculeatus,Tachyglossidae,100,0,0,0,0,0,0,0,0,0,G,1,1,0,3025
Zaglossus,attenboroughi,Tachyglossidae,100,0,0,0,0,0,0,0,0,0,G,1,0,0,8532.39
Zaglossus,bartoni,Tachyglossidae,100,0,0,0,0,0,0,0,0,0,G,1,0,0,7180
Zaglossus,bruijni,Tachyglossidae,100,0,0,0,0,0,0,0,0,0,G,1,0,0,10139.5
Ornithorhynchus,anatinus,Ornithorhynchidae,80,0,0,20,0,0,0,0,0,0,G,1,1,1,1484.25
Caluromys,philander,Didelphidae,20,0,0,0,10,0,20,0,10,40,Ar,1,1,0,229.25
Caluromys,derbianus,Didelphidae,20,0,0,0,10,0,20,0,10,40,Ar,1,1,0,297
Caluromys,lanatus,Didelphidae,20,0,0,0,10,0,20,la,10,40,Ar,1,1,0,325
Caluromysiops,irrupta,Didelphidae,20,0,0,0,0,0,20,40,0,20,Ar,1,0,0,250
Glironia,venusta,Didelphidae,40,0,0,0,20,0,20,0,20,0,Ar,1,0,0,114
Chironectes,minimus,Didelphidae,50,0,0,30,0,0,0,0,0,20,G,1,0,0,946
Didelphis,aurita,Didelphidae,20,0,0,0,30,30,0,0,0,20,S,1,0,0,1163.99
Didelphis,imperfecta,Didelphidae,50,0,0,0,0,0,50,0,0,0,S,1,0,0,1260.04
Didelphis,marsupialis,Didelphidae,20,0,0,0,30,30,0,0,0,20,S,1,0,0,1091.16
Didelphis,pernigra,Didelphidae,20,0,0,0,30,30,0,0,0,20,S,1,0,0,1260.04
Didelphis,virginiana,Didelphidae,20,0,0,0,30,30,0,0,0,20,S,1,0,0,2195.48
Didelphis,albiventris,Didelphidae,20,0,0,0,30,30,0,0,0,20,S,1,0,0,904
Gracilinanus,formosus,Didelphidae,50,0,0,0,0,0,30,20,0,0,S,1,1,0,18.9
Gracilinanus,emiliae,Didelphidae,50,0,0,0,0,0,30,20,0,0,S,1,1,0,7.6
Gracilinanus,microtarsus,Didelphidae,50,0,0,0,0,0,30,20,0,0,S,1,1,0,31
Gracilinanus,marica,Didelphidae,50,0,0,0,0,0,30,20,0,0,S,1,1,0,23.8
Gracilinanus,dryas,Didelphidae,50,0,0,0,0,0,30,20,0,0,S,1,1,0,18
Gracilinanus,aceramarcae,Didelphidae,50,0,0,0,0,0,30,20,0,0,S,1,1,0,20.5
Gracilinanus,agricolai,Didelphidae,50,0,0,0,0,0,30,20,0,0,S,1,1,0,18.9
Gracilinanus,agilis,Didelphidae,50,0,0,0,0,0,30,20,0,0,S,1,1,0,22
Gracilinanus,ignitus,Didelphidae,50,0,0,0,0,0,30,20,0,0,S,1,1,0,18.9
Hyladelphys,kalinowskii,Didelphidae,60,10,0,0,0,10,20,0,0,0,Ar,1,0,0,16.75
Lestodelphys,halli,Didelphidae,0,100,0,0,0,0,0,0,0,0,S,1,0,0,76
Lutreolina,crassicaudata,Didelphidae,20,40,20,20,0,0,0,0,0,0,S,1,0,0,537.3
Marmosa,murina,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ar,1,0,0,26
Marmosa,xerophila,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ar,1,0,0,46.2
Marmosa,tyleriana,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ar,1,0,0,32.4
Marmosa,rubra,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ar,1,0,0,63
Marmosa,quichua,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ar,1,0,0,38.23
Marmosa,mexicana,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ar,1,0,0,49.45
Marmosa,lepida,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ar,1,0,0,14
Marmosa,andersoni,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ar,1,0,0,47.4
Marmosa,robinsoni,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ar,1,0,0,56.67
Marmosops,handleyi,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,30.7
Marmosops,juninensis,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,31.57
Marmosops,pinheiroi,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,31.57
Marmosops,paulensis,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,38.89
Marmosops,parvidens,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,15
Marmosops,noctivagus,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,21
Marmosops,neblina,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,31.57
Marmosops,bishopi,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,19.5
Marmosops,impavidus,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,40.5
Marmosops,incanus,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,62.3
Marmosops,fuscatus,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,60
Marmosops,dorothea,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,37.5
Marmosops,cracens,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,25.5
Marmosops,invictus,Didelphidae,50,0,0,0,0,0,50,0,0,0,Ar,1,0,0,29.2
Metachirus,nudicaudatus,Didelphidae,30,20,20,0,10,0,20,0,0,0,S,1,0,0,375
Micoureus,demerarae,Didelphidae,90,0,0,0,0,0,10,0,0,0,S,1,0,0,75.75
Micoureus,regina,Didelphidae,90,0,0,0,0,0,10,0,0,0,S,1,0,0,118.6
Micoureus,paraguayanus,Didelphidae,30,0,0,0,30,0,20,20,0,0,S,1,0,0,112.43
Micoureus,constantiae,Didelphidae,90,0,0,0,0,0,10,0,0,0,S,1,0,0,90
Micoureus,alstoni,Didelphidae,90,0,0,0,0,0,10,0,0,0,S,1,0,0,132.3
Micoureus,phaeus,Didelphidae,90,0,0,0,0,0,10,0,0,0,S,1,0,0,103.76
Monodelphis,emiliae,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,40
Monodelphis,osgoodi,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,112
Monodelphis,umbristriata,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,61.54
Monodelphis,theresa,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,112
Monodelphis,sorex,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,48
Monodelphis,scalops,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,741
Monodelphis,rubida,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,45.5
Monodelphis,palliolata,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,61.54
Monodelphis,unistriata,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,55.3
Monodelphis,kunsi,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,11.3
Monodelphis,glirina,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,61.54
Monodelphis,domestica,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,71.4
Monodelphis,dimidiata,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,58
Monodelphis,brevicaudata,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,69.63
Monodelphis,americana,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,19.5
Monodelphis,adusta,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,35
Monodelphis,maraxina,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,61.57
Monodelphis,iheringi,Didelphidae,20,20,0,0,0,20,20,0,20,0,G,1,0,0,112
Philander,andersoni,Didelphidae,30,30,20,0,10,0,10,0,0,0,S,1,1,1,325
Philander,opossum,Didelphidae,30,30,20,0,10,0,10,0,0,0,S,1,1,1,585.5
Philander,mcilhennyi,Didelphidae,30,30,20,0,10,0,10,0,0,0,S,1,1,1,325
Philander,frenatus,Didelphidae,30,30,20,0,10,0,10,0,0,0,S,1,1,1,395.45
Thylamys,pusillus,Didelphidae,80,0,0,0,10,0,10,0,0,0,S,1,0,0,28.21
Thylamys,venustus,Didelphidae,80,0,0,0,20,0,0,0,0,0,S,1,0,0,24.41
Thylamys,tatei,Didelphidae,80,0,0,0,20,0,0,0,0,0,S,1,0,0,24.41
Thylamys,sponsorius,Didelphidae,80,0,0,0,20,0,0,0,0,0,S,1,0,0,24.41
Thylamys,velutinus,Didelphidae,80,0,0,0,10,0,10,0,0,0,S,1,0,0,20.7
Thylamys,macrurus,Didelphidae,80,0,0,0,10,0,10,0,0,0,S,1,0,0,34.43
Thylamys,karimii,Didelphidae,80,0,0,0,20,0,0,0,0,0,S,1,0,0,24.41
Thylamys,cinderella,Didelphidae,80,0,0,0,20,0,0,0,0,0,S,1,0,0,24.41
Thylamys,elegans,Didelphidae,80,0,0,0,10,0,10,0,0,0,S,1,1,0,28.9
Thylamys,pallidior,Didelphidae,80,0,0,0,10,0,10,0,0,0,S,1,0,0,14.9
Tlacuatzin,canescens,Didelphidae,40,10,10,0,10,0,30,0,0,0,Ar,1,0,0,47.73
Caenolestes,caniventer,Caenolestidae,70,0,0,0,10,0,10,0,0,10,G,1,0,0,40
Caenolestes,condorensis,Caenolestidae,70,0,0,0,10,0,10,0,0,10,G,1,0,0,47.81
Caenolestes,convelatus,Caenolestidae,70,0,0,0,10,0,10,0,0,10,G,1,0,0,40
Caenolestes,fuliginosus,Caenolestidae,70,0,0,0,10,0,10,0,0,10,G,1,0,0,27.8
Lestoros,inca,Caenolestidae,70,0,0,0,10,0,10,0,0,10,G,1,1,1,21.1
Rhyncholestes,raphanurus,Caenolestidae,80,0,0,0,0,0,0,0,0,20,G,1,0,0,21
Dromiciops,gliroides,Microbiotheriidae,100,0,0,0,0,0,0,0,0,0,S,1,0,0,22.3
Notoryctes,caurinus,Notoryctidae,90,0,0,0,0,0,0,0,10,0,G,1,1,1,34
Notoryctes,typhlops,Notoryctidae,90,0,0,0,0,0,0,0,10,0,G,1,1,1,55
Myrmecobius,fasciatus,Myrmecobiidae,100,0,0,0,0,0,0,0,0,0,G,0,0,1,471.5
Dasycercus,cristicauda,Dasyuridae,30,70,0,0,0,0,0,0,0,0,G,1,1,1,100
Dasykaluta,rosamondae,Dasyuridae,60,0,0,0,40,0,0,0,0,0,G,1,0,0,28.75
Dasyuroides,byrnei,Dasyuridae,30,70,0,0,0,0,0,0,0,0,G,1,0,0,109.47
Dasyurus,spartacus,Dasyuridae,80,20,0,0,0,0,0,0,0,0,G,1,0,0,885.67
Dasyurus,albopunctatus,Dasyuridae,80,20,0,0,0,0,0,0,0,0,G,1,0,0,637
Dasyurus,viverrinus,Dasyuridae,70,20,0,0,0,10,0,0,0,0,G,1,1,1,1090
Dasyurus,geoffroii,Dasyuridae,60,20,10,0,0,10,0,0,0,0,G,1,0,0,1100
Dasyurus,maculatus,Dasyuridae,30,60,10,0,0,0,0,0,0,0,G,1,0,0,5500
Dasyurus,hallucatus,Dasyuridae,40,30,20,0,0,0,10,0,0,0,G,1,1,1,525
Myoictis,melas,Dasyuridae,50,50,0,0,0,0,0,0,0,0,G,1,0,0,200
Myoictis,wallacii,Dasyuridae,50,50,0,0,0,0,0,0,0,0,G,1,0,0,200
Neophascogale,lorentzi,Dasyuridae,80,0,0,0,20,0,0,0,0,0,Ar,0,1,1,212
Parantechinus,apicalis,Dasyuridae,70,0,0,0,0,0,0,30,0,0,Ar,1,1,1,68.75
Phascolosorex,doriae,Dasyuridae,70,0,0,0,0,0,30,0,0,0,S,1,1,0,168.31
Phascolosorex,dorsalis,Dasyuridae,70,0,0,0,0,0,30,0,0,0,S,1,1,0,138.5
Pseudantechinus,bilarni,Dasyuridae,70,0,0,0,0,0,0,30,0,0,Ar,1,0,0,23.05
Pseudantechinus,woolleyae,Dasyuridae,100,0,0,0,0,0,0,0,0,0,G,1,0,0,40
Pseudantechinus,roryi,Dasyuridae,100,0,0,0,0,0,0,0,0,0,G,1,0,0,25.06
Pseudantechinus,ningbing,Dasyuridae,100,0,0,0,0,0,0,0,0,0,G,1,0,0,20
Pseudantechinus,macdonnellensis,Dasyuridae,100,0,0,0,0,0,0,0,0,0,G,1,0,0,32.5
Pseudantechinus,mimulus,Dasyuridae,90,0,0,0,10,0,0,0,0,0,G,1,0,0,16.5
Sarcophilus,harrisii,Dasyuridae,0,0,0,0,0,100,0,0,0,0,G,1,0,0,10000
Antechinus,leo,Dasyuridae,90,0,0,0,10,0,0,0,0,0,G,1,0,0,74
Antechinus,subtropicus,Dasyuridae,90,0,0,0,10,0,0,0,0,0,G,1,0,0,59.5
Antechinus,stuartii,Dasyuridae,90,10,0,0,0,0,0,0,0,0,G,1,0,0,27.5
Antechinus,minimus,Dasyuridae,90,10,0,0,0,0,0,0,0,0,G,1,0,0,53.5
Antechinus,flavipes,Dasyuridae,90,10,0,0,0,0,0,0,0,0,G,1,0,0,45
Antechinus,bellus,Dasyuridae,90,10,0,0,0,0,0,0,0,0,G,1,0,0,44.5
Antechinus,agilis,Dasyuridae,80,0,0,0,10,0,10,0,0,0,G,1,0,0,22.13
Antechinus,adustus,Dasyuridae,80,0,0,0,10,10,0,0,0,0,G,1,0,0,36
Antechinus,swainsonii,Dasyuridae,90,10,0,0,0,0,0,0,0,0,G,1,0,0,53
Antechinus,godmani,Dasyuridae,90,10,0,0,0,0,0,0,0,0,G,1,0,0,76.5
Micromurexia,habbema,Dasyuridae,70,10,20,0,0,0,0,0,0,0,G,1,0,0,46.97
Murexechinus,melanurus,Dasyuridae,90,10,0,0,0,0,0,0,0,0,G,1,1,1,38.02
Murexia,longicaudata,Dasyuridae,60,20,20,0,0,0,0,0,0,0,S,0,1,1,335.83
Paramurexia,rothschildi,Dasyuridae,60,20,20,0,0,0,0,0,0,0,G,1,1,1,53.77
Phascomurexia,naso,Dasyuridae,90,10,0,0,0,0,0,0,0,0,G,1,1,1,52.62
Phascogale,calura,Dasyuridae,30,40,30,0,0,0,0,0,0,0,Ar,1,0,0,51.5
Phascogale,tapoatafa,Dasyuridae,30,40,30,0,0,0,0,0,0,0,Ar,1,0,0,193.5
Antechinomys,laniger,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,25.57
Ningaui,yvonnae,Dasyuridae,80,0,0,0,20,0,0,0,0,0,G,1,0,0,7
Ningaui,ridei,Dasyuridae,80,0,0,0,20,0,0,0,0,0,G,1,0,0,8.5
Ningaui,timealeyi,Dasyuridae,80,0,0,0,20,0,0,0,0,0,G,1,0,0,5.7
Sminthopsis,griseoventer,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,17.5
Sminthopsis,virginiae,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,35.25
Sminthopsis,psammophila,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,33.5
Sminthopsis,ooldea,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,11
Sminthopsis,murina,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,17
Sminthopsis,macroura,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,20
Sminthopsis,longicaudata,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,18
Sminthopsis,leucopus,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,26
Sminthopsis,douglasi,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,55
Sminthopsis,hirtipes,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,15
Sminthopsis,youngsoni,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,10.1
Sminthopsis,fuliginosus,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,19.89
Sminthopsis,dolichura,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,13.6
Sminthopsis,crassicaudata,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,15
Sminthopsis,butleri,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,25
Sminthopsis,boullangerensis,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,19.89
Sminthopsis,bindi,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,17.5
Sminthopsis,archeri,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,16
Sminthopsis,aitkeni,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,22.5
Sminthopsis,granulipes,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,25
Sminthopsis,gilberti,Dasyuridae,80,10,10,0,0,0,0,0,0,0,G,1,0,0,19.5
Planigale,gilesi,Dasyuridae,40,30,30,0,0,0,0,0,0,0,G,1,1,1,9.2
Planigale,tenuirostris,Dasyuridae,40,30,30,0,0,0,0,0,0,0,G,1,0,0,6.05
Planigale,novaeguineae,Dasyuridae,40,30,30,0,0,0,0,0,0,0,G,1,0,0,14.9
Planigale,ingrami,Dasyuridae,40,30,30,0,0,0,0,0,0,0,G,1,0,0,4.25
Planigale,maculata,Dasyuridae,40,30,30,0,0,0,0,0,0,0,G,1,0,0,11
Macrotis,lagotis,Thylacomyidae,70,0,0,0,20,0,0,0,0,10,G,1,0,0,1350
Macrotis,leucura,Thylacomyidae,70,0,0,0,20,0,0,0,0,10,G,1,0,0,354
Isoodon,auratus,Peramelidae,100,0,0,0,0,0,0,0,0,0,G,1,0,0,425
Isoodon,macrourus,Peramelidae,100,0,0,0,0,0,0,0,0,0,G,1,0,0,1600
Isoodon,obesulus,Peramelidae,100,0,0,0,0,0,0,0,0,0,G,1,0,0,775
Perameles,nasuta,Peramelidae,70,10,10,0,0,0,0,0,0,10,G,1,0,0,975
Perameles,gunnii,Peramelidae,70,10,10,0,0,0,0,0,0,10,G,1,0,0,870
Perameles,eremiana,Peramelidae,70,10,10,0,0,0,0,0,0,10,G,1,0,0,500
Perameles,bougainville,Peramelidae,70,10,10,0,0,0,0,0,0,10,G,1,0,0,226
Peroryctes,raffrayana,Peramelidae,60,0,0,0,0,0,40,0,0,0,G,1,0,0,838.5
Peroryctes,broadbenti,Peramelidae,60,0,0,0,0,0,40,0,0,0,G,1,0,0,4800
Echymipera,clara,Peramelidae,60,0,0,0,0,0,40,0,0,0,G,1,0,0,1236.5
Echymipera,davidi,Peramelidae,60,0,0,0,0,0,40,0,0,0,G,1,0,0,950
Echymipera,echinista,Peramelidae,60,0,0,0,0,0,40,0,0,0,G,1,0,0,1000
Echymipera,kalubu,Peramelidae,60,0,0,0,0,0,40,0,0,0,G,1,0,0,782.17
Echymipera,rufescens,Peramelidae,60,0,0,0,0,0,40,0,0,0,G,1,0,0,1100
Microperoryctes,longicauda,Peramelidae,60,0,0,0,10,0,0,0,0,30,G,1,0,0,538
Microperoryctes,murina,Peramelidae,60,0,0,0,10,0,0,0,0,30,G,1,0,0,817.52
Microperoryctes,papuensis,Peramelidae,60,0,0,0,10,0,0,0,0,30,G,1,0,0,158
Rhynchomeles,prattorum,Peramelidae,60,0,0,0,10,0,0,0,0,30,G,1,0,0,817.52
Phascolarctos,cinereus,Phascolarctidae,0,0,0,0,0,0,0,0,0,100,Ar,1,0,0,10250
Lasiorhinus,krefftii,Vombatidae,0,0,0,0,0,0,0,0,0,100,G,1,0,0,2900
Lasiorhinus,latifrons,Vombatidae,0,0,0,0,0,0,0,0,0,100,G,1,0,0,25500
Vombatus,ursinus,Vombatidae,0,0,0,0,0,0,0,0,0,100,G,1,0,0,26000
Burramys,parvus,Burramyidae,40,0,0,0,0,0,30,0,30,0,Ar,1,0,0,41.5
Cercartetus,nanus,Burramyidae,20,0,10,0,0,0,20,20,10,20,Ar,1,0,0,24
Cercartetus,caudatus,Burramyidae,20,0,10,0,0,0,20,20,10,20,Ar,1,0,0,25
Cercartetus,concinnus,Burramyidae,20,0,10,0,0,0,20,20,10,20,Ar,1,0,0,13
Cercartetus,lepidus,Burramyidae,20,0,10,0,0,0,20,20,10,20,Ar,1,0,0,7
Ailurops,melanotis,Phalangeridae,0,0,0,0,0,0,0,0,0,100,Ar,0,0,1,10000
Ailurops,ursinus,Phalangeridae,0,0,0,0,0,0,0,0,0,100,Ar,0,0,1,10000
Phalanger,lullulae,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,1632.5
Phalanger,vestitus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,1850
Phalanger,sericeus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,2003
Phalanger,rothschildi,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,1365
Phalanger,ornatus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,1787.5
Phalanger,orientalis,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,2168.75
Phalanger,mimicus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,1846.67
Phalanger,matabiru,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,1846.67
Phalanger,intercastellanus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,1747.5
Phalanger,gymnotis,Phalangeridae,0,0,0,0,0,0,100,0,0,0,Ar,1,0,0,2597.89
Phalanger,carmelitae,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,2047.5
Phalanger,alexandrae,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,1846.67
Phalanger,matanim,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,1550
Spilocuscus,rufoniger,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ar,1,0,0,6000
Spilocuscus,kraemeri,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ar,1,0,0,5535.39
Spilocuscus,maculatus,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ar,1,0,0,5106.75
Spilocuscus,papuensis,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ar,1,0,0,5535.39
Strigocuscus,celebensis,Phalangeridae,0,0,0,0,0,0,100,0,0,0,Ar,1,0,0,500
Strigocuscus,pelengensis,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ar,1,0,0,500
Trichosurus,arnhemensis,Phalangeridae,0,0,0,0,0,0,20,0,20,60,Ar,1,0,0,1300
Trichosurus,caninus,Phalangeridae,0,0,0,0,0,0,20,0,20,60,Ar,1,0,0,3500
Trichosurus,cunninghami,Phalangeridae,0,0,0,0,0,0,0,0,0,100,Ar,1,0,0,2293.08
Trichosurus,johnstonii,Phalangeridae,0,0,0,0,0,0,20,0,0,80,Ar,1,0,0,2293.08
Trichosurus,vulpecula,Phalangeridae,0,0,0,0,0,0,20,0,20,60,Ar,1,0,0,2650
Wyulda,squamicaudata,Phalangeridae,20,0,0,0,10,0,20,0,0,50,Ar,1,0,0,1675
Hemibelideus,lemuroides,Pseudocheiridae,0,0,0,0,0,0,0,0,0,100,Ar,1,0,0,952.5
Petauroides,volans,Pseudocheiridae,0,0,0,0,0,0,0,0,0,100,Ar,1,0,0,1300
Petropseudes,dahli,Pseudocheiridae,0,0,0,0,0,0,30,0,0,70,Ar,1,0,0,1640
Pseudocheirus,peregrinus,Pseudocheiridae,0,0,0,0,0,0,20,10,0,70,Ar,1,0,0,900
Pseudochirulus,caroli,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ar,1,0,0,456.02
Pseudochirulus,schlegeli,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ar,1,0,0,255.44
Pseudochirulus,mayeri,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ar,1,0,0,151.75
Pseudochirulus,larvatus,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ar,1,0,0,448.3
Pseudochirulus,herbertensis,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ar,1,0,0,1098.34
Pseudochirulus,forbesi,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ar,1,0,0,639.16
Pseudochirulus,cinereus,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ar,1,0,0,977.48
Pseudochirulus,canescens,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ar,1,0,0,300
Pseudochirops,albertisii,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ar,1,0,0,784.85
Pseudochirops,archeri,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ar,1,0,0,1091.5
Pseudochirops,corinnae,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ar,1,0,0,1123
Pseudochirops,coronatus,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ar,1,0,0,1500
Pseudochirops,cupreus,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ar,1,0,0,1724.5
Dactylopsila,tatei,Petauridae,80,0,0,0,0,0,10,0,0,10,Ar,1,0,0,252
Dactylopsila,trivirgata,Petauridae,80,0,0,0,0,0,10,0,0,10,Ar,1,0,0,413.53
Dactylopsila,palpator,Petauridae,80,0,0,0,0,0,10,0,0,10,Ar,1,0,0,398
Dactylopsila,megalura,Petauridae,80,0,0,0,0,0,10,0,0,10,Ar,1,0,0,277.74
Gymnobelideus,leadbeateri,Petauridae,50,0,0,0,0,0,0,50,0,0,Ar,1,0,0,127
Petaurus,abidi,Petauridae,40,0,0,0,10,0,0,30,20,0,Ar,1,0,0,278
Petaurus,breviceps,Petauridae,40,0,0,0,10,0,0,30,20,0,Ar,1,0,0,106.28
Petaurus,norfolcensis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ar,1,0,0,230
Petaurus,australis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ar,1,0,0,575
Petaurus,gracilis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ar,1,0,0,353
Petaurus,biacensis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ar,1,0,0,90.98
Tarsipes,rostratus,Tarsipedidae,0,0,0,0,0,0,0,100,0,0,Ar,1,0,0,9
Acrobates,pygmaeus,Acrobatidae,80,0,0,0,0,0,0,10,0,10,Ar,1,0,0,12
Distoechurus,pennatus,Acrobatidae,40,0,0,0,0,0,40,20,0,0,Ar,1,0,0,44.1
Lagorchestes,leporides,Macropodidae,0,0,0,0,0,0,0,0,0,100,G,1,0,0,3000
Lagorchestes,hirsutus,Macropodidae,0,0,0,0,0,0,0,0,0,100,G,1,0,0,1265
Lagorchestes,conspicillatus,Macropodidae,0,0,0,0,0,0,0,0,0,100,G,1,0,0,3050
Lagorchestes,asomatus,Macropodidae,0,0,0,0,0,0,0,0,0,100,G,1,0,0,1500
Macropus,fuliginosus,Macropodidae,0,0,0,0,0,0,0,0,0,100,G,1,1,0,22000
Macropus,giganteus,Macropodidae,0,0,0,0,0,0,0,0,0,100,G,1,1,0,25875
Macropus,parryi,Macropodidae,0,0,0,0,0,0,0,0,0,100,G,1,1,0,13500
Macropus,dorsalis,Macropodidae,0,0,0,0,0,0,0,0,0,100,G,1,1,0,11250
Macropus,eugenii,Macropodidae,0,0,0,0,0,0,0,0,0,100,G,1,1,0,6500
Macropus,greyi,Macropodidae,0,0,0,0,0,0,0,0,0,100,G,1,1,0,10000
