Genus,Species,Family,Diet_Inv,Diet_Vend,Diet_Vect,Diet_Vfish,Diet_Vunk,Diet_Scav,Diet_Fruit,Diet_Nect,Diet_Seed,Diet_PlantO,ForStrat_Value,Activity_Nocturnal,Activity_Crepuscular,Activity_Diurnal,BodyMass_Value
Trachypithecus,auratus,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,7100
Trachypithecus,hatinhensis,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,8516.46
Trachypithecus,vetulus,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,8830
Trachypithecus,johnii,Cercopithecidae,0,0,0,0,0,0,30,0,0,70,Ar,0,0,1,11921
Bunopithecus,hoolock,Hylobatidae,10,0,0,0,0,0,70,0,0,20,Ar,0,0,1,6699
Hylobates,albibarbis,Hylobatidae,0,0,0,0,0,0,70,0,0,30,Ar,0,0,1,5692.08
Hylobates,klossii,Hylobatidae,10,0,0,0,0,0,70,0,0,20,Ar,0,0,1,5800
Hylobates,agilis,Hylobatidae,10,0,0,0,0,0,70,0,0,20,Ar,0,0,1,5650
Hylobates,muelleri,Hylobatidae,10,0,0,0,0,0,70,0,0,20,Ar,0,0,1,6000
Hylobates,moloch,Hylobatidae,10,0,0,0,0,0,70,0,0,20,Ar,0,0,1,6500
Hylobates,lar,Hylobatidae,10,0,0,0,0,0,70,0,0,20,Ar,0,0,1,4892
Hylobates,pileatus,Hylobatidae,10,0,0,0,0,0,70,0,0,20,Ar,0,0,1,5440
Nomascus,concolor,Hylobatidae,10,0,0,0,0,0,80,0,0,10,Ar,0,0,1,6410.47
Nomascus,siki,Hylobatidae,10,0,0,0,0,0,80,0,0,10,Ar,0,0,1,6850.16
Nomascus,gabriellae,Hylobatidae,10,0,0,0,0,0,80,0,0,10,Ar,0,0,1,6850.16
Nomascus,leucogenys,Hylobatidae,10,0,0,0,0,0,80,0,0,10,Ar,0,0,1,7320
Nomascus,hainanus,Hylobatidae,10,0,0,0,0,0,80,0,0,10,Ar,0,0,1,6850.16
Symphalangus,syndactylus,Hylobatidae,10,0,0,0,0,0,80,0,0,10,Ar,0,0,1,10839
Gorilla,gorilla,Hominidae,0,0,0,0,0,0,10,0,0,90,G,0,0,1,131625.52
Gorilla,beringei,Hominidae,0,0,0,0,0,0,10,0,0,90,G,0,0,1,149325.19
Homo,sapiens,Hominidae,10,0,0,0,0,0,60,0,0,30,G,0,0,1,58540.63
Pan,paniscus,Hominidae,10,0,0,0,0,0,60,0,10,20,S,0,0,1,34000.08
Pan,troglodytes,Hominidae,10,0,0,0,0,0,60,0,0,30,S,0,0,1,42500
Pongo,abelii,Hominidae,10,0,0,0,10,0,80,0,0,0,Ar,0,0,1,39696.12
Pongo,pygmaeus,Hominidae,10,0,0,0,10,0,80,0,0,0,Ar,0,0,1,37000
Tarsius,pelengensis,Tarsiidae,100,0,0,0,0,0,0,0,0,0,Ar,1,1,0,165
Tarsius,pumilus,Tarsiidae,100,0,0,0,0,0,0,0,0,0,Ar,1,1,0,27.5
Tarsius,sangirensis,Tarsiidae,100,0,0,0,0,0,0,0,0,0,Ar,1,1,0,165
Tarsius,syrichta,Tarsiidae,100,0,0,0,0,0,0,0,0,0,Ar,1,1,0,113.5
Tarsius,bancanus,Tarsiidae,100,0,0,0,0,0,0,0,0,0,Ar,1,1,0,94.25
Tarsius,dentatus,Tarsiidae,100,0,0,0,0,0,0,0,0,0,Ar,1,1,0,110.42
Tarsius,tarsier,Tarsiidae,100,0,0,0,0,0,0,0,0,0,Ar,1,1,0,168.04
Aplodontia,rufa,Aplodontiidae,0,0,0,0,0,0,0,0,0,100,G,1,1,1,1003.99
Ratufa,affinis,Sciuridae,10,0,0,0,10,0,30,0,30,20,Ar,0,0,1,1156.25
Ratufa,bicolor,Sciuridae,10,0,0,0,10,0,30,0,30,20,Ar,0,0,1,2050
Ratufa,indica,Sciuridae,10,0,0,0,10,0,30,0,30,20,Ar,0,0,1,1060
Ratufa,macroura,Sciuridae,10,0,0,0,10,0,30,0,30,20,Ar,0,0,1,1327.08
Sciurillus,pusillus,Sciuridae,0,0,0,0,0,0,30,20,20,30,Ar,0,0,1,39
Microsciurus,alfari,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ar,0,0,1,87.5
Microsciurus,santanderensis,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ar,0,0,1,99.8
Microsciurus,mimulus,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ar,0,0,1,120
Microsciurus,flaviventer,Sciuridae,0,0,0,0,0,0,50,0,50,0,Ar,0,0,1,92
Rheithrosciurus,macrotis,Sciuridae,0,0,0,0,0,0,100,0,0,0,Ar,0,0,1,1225
Sciurus,carolinensis,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,506.5
Sciurus,nayaritensis,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,697
Sciurus,niger,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,761.9
Sciurus,oculatus,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,649.99
Sciurus,variegatoides,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,485
Sciurus,vulgaris,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,333
Sciurus,colliaei,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,498
Sciurus,aureogaster,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,595
Sciurus,arizonensis,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,646.99
Sciurus,yucatanensis,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,225
Sciurus,alleni,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,434.5
Sciurus,lis,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,264.3
Sciurus,deppei,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,190
Sciurus,aberti,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,623.99
Sciurus,stramineus,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,433.3
Sciurus,richmondi,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,205
Sciurus,pucheranii,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,803.01
Sciurus,sanborni,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,136
Sciurus,gilvigularis,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,803.01
Sciurus,granatensis,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,250
Sciurus,ignitus,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,190
Sciurus,aestuans,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,185
Sciurus,anomalus,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,256
Sciurus,flammifer,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,4292.99
Sciurus,pyrrhinus,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,482
Sciurus,griseus,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,731
Sciurus,spadiceus,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,403.33
Sciurus,igniventris,Sciuridae,0,0,0,0,0,0,20,0,50,30,Ar,0,0,1,700
Syntheosciurus,brochus,Sciuridae,0,0,0,0,0,0,0,30,0,70,Ar,1,1,1,132.84
Tamiasciurus,hudsonicus,Sciuridae,0,20,0,0,10,0,20,10,20,20,Ar,0,0,1,201.17
Tamiasciurus,mearnsi,Sciuridae,0,20,0,0,10,0,20,10,20,20,Ar,0,0,1,231.58
Tamiasciurus,douglasii,Sciuridae,0,20,0,0,10,0,20,10,20,20,Ar,0,0,1,225
Aeretes,melanopterus,Sciuridae,10,0,0,0,0,0,20,0,50,20,Ar,1,0,0,753.23
Aeromys,thomasi,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ar,1,0,0,1435
Aeromys,tephromelas,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ar,1,0,0,1075
Belomys,pearsonii,Sciuridae,10,0,0,0,0,0,20,0,50,20,Ar,1,0,0,217
Biswamoyopterus,biswasi,Sciuridae,0,0,0,0,0,0,30,20,40,10,Ar,1,0,0,1613.3
Eoglaucomys,fimbriatus,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,510
Eupetaurus,cinereus,Sciuridae,0,0,0,0,0,0,0,0,0,100,Ar,1,0,0,2500
Glaucomys,volans,Sciuridae,0,0,0,0,0,0,30,0,40,30,Ar,1,0,0,63.87
Glaucomys,sabrinus,Sciuridae,0,0,0,0,0,0,30,0,40,30,Ar,1,0,0,166
Hylopetes,winstoni,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,170.82
Hylopetes,spadiceus,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,84.25
Hylopetes,sipora,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,89.2
Hylopetes,platyurus,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,56.98
Hylopetes,phayrei,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,227
Hylopetes,nigripes,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,534
Hylopetes,lepidus,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,50
Hylopetes,alboniger,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,255.38
Hylopetes,bartelsi,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,146.63
Iomys,horsfieldii,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,155.5
Iomys,sipora,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,154.67
Petaurillus,hosei,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,21.1
Petaurillus,kinlochii,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,40
Petaurillus,emiliae,Sciuridae,20,0,20,0,0,0,0,0,20,40,Ar,1,0,0,13.5
Petaurista,leucogenys,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ar,1,0,0,1150
Petaurista,alborufus,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ar,1,0,0,4290
Petaurista,elegans,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ar,1,0,0,997
Petaurista,magnificus,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ar,1,0,0,1475.5
Petaurista,petaurista,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ar,1,0,0,1660.13
Petaurista,philippensis,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ar,1,0,0,1676
Petaurista,xanthotis,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ar,1,0,0,1900
Petaurista,nobilis,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ar,1,0,0,2710
Petinomys,crinitus,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ar,1,0,0,113
Petinomys,vordermanni,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ar,1,0,0,40.39
Petinomys,setosus,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ar,1,0,0,38.44
Petinomys,sagitta,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ar,1,0,0,50
Petinomys,mindanensis,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ar,1,0,0,137.64
Petinomys,lugens,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ar,1,0,0,433
Petinomys,hageni,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ar,1,0,0,388
Petinomys,fuscocapillus,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ar,1,0,0,794.5
Petinomys,genibarbis,Sciuridae,0,0,0,0,0,0,30,0,30,40,Ar,1,0,0,110
Pteromys,momonga,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ar,1,0,0,297.41
Pteromys,volans,Sciuridae,10,0,0,0,0,0,30,0,30,30,Ar,1,0,0,143.75
Pteromyscus,pulverulentus,Sciuridae,0,0,0,0,0,0,30,0,20,50,Ar,1,1,1,334.25
Trogopterus,xanthipes,Sciuridae,0,0,0,0,0,0,30,0,40,30,Ar,1,0,0,744.94
Callosciurus,albescens,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ar,0,0,1,220.89
Callosciurus,caniceps,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ar,0,0,1,257
Callosciurus,baluensis,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ar,0,0,1,356
Callosciurus,erythraeus,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ar,0,0,1,280
Callosciurus,phayrei,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ar,0,0,1,269
Callosciurus,prevostii,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ar,0,0,1,361.46
Callosciurus,pygerythrus,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ar,0,0,1,252
Callosciurus,quinquestriatus,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ar,0,0,1,207.77
Callosciurus,notatus,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ar,0,0,1,197.5
Callosciurus,orestes,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ar,0,0,1,278
Callosciurus,nigrovittatus,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ar,0,0,1,202
Callosciurus,adamsi,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ar,0,0,1,134.5
Callosciurus,melanogaster,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ar,0,0,1,278
Callosciurus,inornatus,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ar,0,0,1,325
Callosciurus,finlaysonii,Sciuridae,20,0,0,0,10,0,20,0,20,30,Ar,0,0,1,278
Sundasciurus,hippurus,Sciuridae,10,0,0,0,0,0,60,0,0,30,G,0,0,1,406.25
Sundasciurus,mindanensis,Sciuridae,10,0,0,0,0,0,60,0,0,30,G,0,0,1,164.46
Sundasciurus,moellendorffi,Sciuridae,10,0,0,0,0,0,60,0,0,30,G,0,0,1,252
Sundasciurus,rabori,Sciuridae,10,0,0,0,0,0,60,0,0,30,G,0,0,1,163
Sundasciurus,juvencus,Sciuridae,10,0,0,0,0,0,60,0,0,30,G,0,0,1,159.09
Sundasciurus,hoogstraali,Sciuridae,10,0,0,0,0,0,60,0,0,30,G,0,0,1,159.18
Sundasciurus,davensis,Sciuridae,10,0,0,0,0,0,60,0,0,30,G,0,0,1,165.02
Sundasciurus,philippinensis,Sciuridae,10,0,0,0,0,0,60,0,0,30,G,0,0,1,244
Sundasciurus,steerii,Sciuridae,10,0,0,0,0,0,60,0,0,30,G,0,0,1,252
Sundasciurus,samarensis,Sciuridae,10,0,0,0,0,0,60,0,0,30,G,0,0,1,225
Sundasciurus,jentinki,Sciuridae,10,0,0,0,0,0,60,0,0,30,G,0,0,1,76
Sundasciurus,brookei,Sciuridae,10,0,0,0,0,0,60,0,0,30,Ar,0,0,1,115.5
Sundasciurus,tenuis,Sciuridae,10,0,0,0,0,0,60,0,0,30,Ar,0,0,1,73.75
Sundasciurus,lowii,Sciuridae,10,0,0,0,0,0,60,0,0,30,Ar,0,0,1,87.5
Sundasciurus,fraterculus,Sciuridae,10,0,0,0,0,0,60,0,0,30,Ar,0,0,1,155.51
Dremomys,pyrrhomerus,Sciuridae,20,0,0,0,0,0,30,0,30,20,S,0,0,1,167.73
Dremomys,rufigenis,Sciuridae,20,0,0,0,0,0,30,0,30,20,S,0,0,1,200
Dremomys,pernyi,Sciuridae,20,0,0,0,0,0,30,0,30,20,S,0,0,1,198.63
Dremomys,lokriah,Sciuridae,20,0,0,0,0,0,30,0,30,20,S,0,0,1,227
Dremomys,gularis,Sciuridae,20,0,0,0,0,0,30,0,30,20,S,0,0,1,190.97
Dremomys,everetti,Sciuridae,20,0,0,0,0,0,30,0,30,20,S,0,0,1,147.5
Exilisciurus,whiteheadi,Sciuridae,20,0,0,0,0,0,0,0,0,80,Ar,0,0,1,20
Exilisciurus,exilis,Sciuridae,20,0,0,0,0,0,0,0,0,80,Ar,0,0,1,19
Exilisciurus,concinnus,Sciuridae,20,0,0,0,0,0,0,0,0,80,Ar,0,0,1,30.85
Funambulus,sublineatus,Sciuridae,20,0,0,0,0,0,0,0,20,60,S,0,0,1,70.94
Funambulus,palmarum,Sciuridae,20,0,0,0,0,0,0,0,20,60,S,0,0,1,136.4
Funambulus,layardi,Sciuridae,20,0,0,0,0,0,0,0,20,60,S,0,0,1,113.79
Funambulus,tristriatus,Sciuridae,20,0,0,0,0,0,0,0,20,60,S,0,0,1,139
Funambulus,pennantii,Sciuridae,20,0,0,0,0,0,0,0,20,60,S,0,0,1,200
Glyphotes,simus,Sciuridae,10,0,0,0,0,0,20,0,50,20,Ar,0,0,1,50
Hyosciurus,ileile,Sciuridae,10,0,0,0,0,0,20,0,50,20,G,0,0,1,315
Hyosciurus,heinrichi,Sciuridae,10,0,0,0,0,0,20,0,50,20,G,0,0,1,296
Lariscus,insignis,Sciuridae,0,0,0,0,0,0,50,0,50,0,G,0,0,1,200
Lariscus,niobe,Sciuridae,0,0,0,0,0,0,50,0,50,0,G,0,0,1,190.2
Lariscus,obscurus,Sciuridae,0,0,0,0,0,0,50,0,50,0,G,0,0,1,241.19
Lariscus,hosei,Sciuridae,0,0,0,0,0,0,50,0,50,0,G,0,0,1,180
Menetes,berdmorei,Sciuridae,10,0,0,0,0,0,20,0,50,20,S,0,0,1,190
Nannosciurus,melanotis,Sciuridae,10,0,0,0,0,0,20,0,50,20,S,0,0,1,50
Prosciurillus,weberi,Sciuridae,0,0,0,0,0,0,30,0,30,40,S,0,0,1,106.26
Prosciurillus,rosenbergii,Sciuridae,0,0,0,0,0,0,30,0,30,40,S,0,0,1,90.41
Prosciurillus,abstrusus,Sciuridae,0,0,0,0,0,0,30,0,30,40,S,0,0,1,79.2
Prosciurillus,murinus,Sciuridae,0,0,0,0,0,0,30,0,30,40,S,0,0,1,72.9
Prosciurillus,leucomus,Sciuridae,0,0,0,0,0,0,30,0,30,40,S,0,0,1,128
Rhinosciurus,laticaudatus,Sciuridae,80,0,0,0,0,0,20,0,0,0,G,0,0,1,228.25
Rubrisciurus,rubriventer,Sciuridae,10,0,0,0,0,0,20,0,50,20,Ar,0,0,1,129.52
Tamiops,rodolphii,Sciuridae,20,0,0,0,0,0,40,0,40,0,Ar,0,0,1,64.95
Tamiops,swinhoei,Sciuridae,20,0,0,0,0,0,40,0,40,0,Ar,0,0,1,85
Tamiops,mcclellandii,Sciuridae,20,0,0,0,0,0,40,0,40,0,Ar,0,0,1,45.84
Tamiops,maritimus,Sciuridae,20,0,0,0,0,0,40,0,40,0,Ar,0,0,1,70.33
Atlantoxerus,getulus,Sciuridae,0,0,0,0,0,0,50,0,50,0,G,0,1,1,251
Spermophilopsis,leptodactylus,Sciuridae,20,0,0,0,0,0,20,0,20,40,G,0,0,1,600
Xerus,rutilus,Sciuridae,10,0,0,0,20,0,20,0,30,20,G,0,0,1,317.5
Xerus,erythropus,Sciuridae,10,0,0,0,20,0,20,0,30,20,G,0,0,1,502.4
Xerus,inauris,Sciuridae,10,0,0,0,20,0,20,0,30,20,G,0,0,1,529
Xerus,princeps,Sciuridae,10,0,0,0,20,0,20,0,30,20,G,0,0,1,636
Epixerus,ebii,Sciuridae,20,0,0,0,0,0,80,0,0,0,G,0,1,1,592
Funisciurus,substriatus,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ar,0,1,1,186
Funisciurus,pyrropus,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ar,0,1,1,297
Funisciurus,leucogenys,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ar,0,1,1,250
Funisciurus,lemniscatus,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ar,0,1,1,141
Funisciurus,carruthersi,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ar,0,1,1,286
Funisciurus,congicus,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ar,0,1,1,112
Funisciurus,anerythrus,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ar,0,1,1,218
Funisciurus,isabella,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ar,0,1,1,109
Funisciurus,bayonii,Sciuridae,10,0,0,0,0,0,40,0,50,0,Ar,0,1,1,135
Heliosciurus,undulatus,Sciuridae,20,0,0,0,20,0,30,0,30,0,S,0,1,1,347.33
Heliosciurus,ruwenzorii,Sciuridae,20,0,0,0,20,0,30,0,30,0,S,0,1,1,291
Heliosciurus,mutabilis,Sciuridae,20,0,0,0,20,0,30,0,30,0,S,0,1,1,390
Heliosciurus,gambianus,Sciuridae,20,0,0,0,20,0,30,0,30,0,S,0,1,1,295
Heliosciurus,punctatus,Sciuridae,20,0,0,0,20,0,30,0,30,0,S,0,1,1,174
Heliosciurus,rufobrachium,Sciuridae,20,0,0,0,20,0,30,0,30,0,S,0,1,1,371.5
Myosciurus,pumilio,Sciuridae,0,0,0,0,0,0,0,0,0,100,Ar,0,1,1,165
Paraxerus,ochraceus,Sciuridae,0,0,0,0,0,0,40,0,40,20,S,0,0,1,104.3
Paraxerus,cooperi,Sciuridae,0,0,0,0,0,0,40,0,40,20,S,0,0,1,250
Paraxerus,vexillarius,Sciuridae,0,0,0,0,0,0,40,0,40,20,S,0,0,1,675
Paraxerus,vincenti,Sciuridae,0,0,0,0,0,0,40,0,40,20,S,0,0,1,190.19
Paraxerus,lucifer,Sciuridae,0,0,0,0,0,0,40,0,40,20,S,0,0,1,700
Paraxerus,flavovittis,Sciuridae,0,0,0,0,0,0,40,0,40,20,S,0,0,1,160
Paraxerus,palliatus,Sciuridae,0,0,0,0,0,0,40,0,40,20,S,0,0,1,309.31
Paraxerus,boehmi,Sciuridae,0,0,0,0,0,0,40,0,40,20,S,0,0,1,70
Paraxerus,alexandri,Sciuridae,0,0,0,0,0,0,40,0,40,20,S,0,0,1,52
Paraxerus,poensis,Sciuridae,0,0,0,0,0,0,40,0,40,20,S,0,0,1,124.5
Paraxerus,cepapi,Sciuridae,0,0,0,0,0,0,40,0,40,20,S,0,0,1,180
Protoxerus,stangeri,Sciuridae,0,0,0,0,0,0,30,0,70,0,S,0,0,1,621.5
Protoxerus,aubinnii,Sciuridae,0,0,0,0,0,0,30,0,70,0,S,0,0,1,350
Sciurotamias,davidianus,Sciuridae,10,0,0,0,0,0,20,0,50,20,G,0,0,1,433.51
Sciurotamias,forresti,Sciuridae,10,0,0,0,0,0,20,0,50,20,G,0,0,1,433.51
Spermophilus,pygmaeus,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,136
Spermophilus,mollis,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,165.4
Spermophilus,canus,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,272.85
Spermophilus,citellus,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,290
Spermophilus,beldingi,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,280.5
Spermophilus,dauricus,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,161.3
Spermophilus,armatus,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,313
Spermophilus,elegans,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,453.6
Spermophilus,brunneus,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,300
Spermophilus,musicus,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,284.72
Spermophilus,pallidicauda,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,284.72
Spermophilus,ralli,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,284.72
Spermophilus,relictus,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,600
Spermophilus,richardsonii,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,406
Spermophilus,suslicus,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,252
Spermophilus,alashanicus,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,267.76
Spermophilus,washingtoni,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,207.5
Spermophilus,xanthoprymnus,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,289.67
Spermophilus,townsendii,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,213
Spermophilus,variegatus,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,691.64
Spermophilus,beecheyi,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,578.5
Spermophilus,atricapillus,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,551
Spermophilus,mexicanus,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,189.64
Spermophilus,perotensis,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,140
Spermophilus,tridecemlineatus,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,131.67
Spermophilus,spilosoma,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,89
Spermophilus,tereticaudus,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,156.5
Spermophilus,mohavensis,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,190
Spermophilus,franklinii,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,363
Spermophilus,saturatus,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,220
Spermophilus,lateralis,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,191
Spermophilus,madrensis,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,275
Spermophilus,columbianus,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,493
Spermophilus,undulatus,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,840
Spermophilus,adocetus,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,125
Spermophilus,brevicauda,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,284.72
Spermophilus,fulvus,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,596
Spermophilus,parryii,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,759.99
Spermophilus,annulatus,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,500
Spermophilus,major,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,269.07
Spermophilus,erythrogenys,Sciuridae,20,0,0,0,0,0,0,0,40,40,G,0,0,1,254.81
Ammospermophilus,interpres,Sciuridae,20,0,0,0,0,10,20,0,20,30,G,0,0,1,110.3
Ammospermophilus,insularis,Sciuridae,20,0,0,0,0,10,20,0,20,30,G,0,0,1,122.31
Ammospermophilus,harrisii,Sciuridae,20,0,0,0,0,10,20,0,20,30,G,0,0,1,122
Ammospermophilus,nelsoni,Sciuridae,20,0,0,0,0,10,20,0,20,30,G,0,0,1,160.4
Ammospermophilus,leucurus,Sciuridae,20,0,0,0,0,10,20,0,20,30,G,0,0,1,103.67
Cynomys,ludovicianus,Sciuridae,0,0,0,0,0,0,0,0,0,100,G,0,0,1,1364
Cynomys,mexicanus,Sciuridae,0,0,0,0,0,0,0,0,0,100,G,0,0,1,899.99
