Genus,Species,Label,ForStrat_terrestrial,ForStrat_aquatic,Activity.Nocturnal,Activity.Crepuscular,Activity.Diurnal,female_maturity_d,male_maturity_d,weaning_d,litters_or_clutches_per_y,longevity_y,adult_svl_cm,infantMortalityRate_per_year,mortalityRateDoublingTime_y,metabolicRate_W,temperature_K,diet_breadth,development_d,mass_specific_production,log_litterclutch_size_n,log_inter_litterbirth_interval_y,log_birthhatching_weight_g,log_weaning_weight_g,log_adult_body_mass_g,log_female_body_mass_g,log_male_body_mass_g,tnc_ecoregion_breadth,log_range_size,X2.1_AgeatEyeOpening_d,X9.1_GestationLen_d,X10.2_SocialGrpSize,X24.1_TeatNumber,X6.2_TrophicLevel,X13.3_WeaningHeadBodyLen_mm,X26.2_GR_MaxLat_dd,X26.3_GR_MinLat_dd,X26.4_GR_MidRangeLat_dd,X26.5_GR_MaxLong_dd,X26.6_GR_MinLong_dd,X26.7_GR_MidRangeLong_dd,X27.4_HuPopDen_Change,X28.1_Precip_Mean_mm,X28.2_Temp_Mean_01degC,X30.1_AET_Mean_mm,X30.2_PET_Mean_mm,log_DispersalAge_d,log_HomeRange_km2,log_HomeRange_Indiv_km2,log_PopulationDensity_n.km2,log_PopulationGrpSize,log_HuPopDen_Min_n.km2,log_HuPopDen_Mean_n.km2,log_HuPopDen_5p_n.km2,log_NeonateHeadBodyLen_mm,log_WOS_hits,Family
Cheirogaleus,adipicaudatus,0,1,0,1,0,0,416.47186,437.2739057,60.65,1,17,22.5,NA,NA,NA,NA,0.3,65.74176,0.119382353,0.810930216,-0.000684694,2.892591515,4.872574394,5.828945618,5.241551486,5.689160703,10.14329276,11.21111134,NA,62.88731908,NA,NA,NA,NA,-21.95,-25.04,-23.49,47.11,44.07,45.59,0.22,73.64,220.3,918.09,1559.95,NA,-2.056356204,-2.802423731,4.836425147,NA,1.386294361,2.574137784,1.386294361,4.243124366,4.644390899,Cheirogaleidae
Microcebus,murinus,0,1,0,1,0,0,299.265,243,39.7834,1,15.5,14.361,NA,NA,NA,NA,0.5,60.34,0.216143498,0.879626748,-0.511510325,1.791759469,3.304660506,4.203198967,4.748869428,4.025297304,3,11.41218225,NA,60.34,1,NA,2,NA,-12.33,-25.58,-18.95,49.6,43.22,46.41,0.19,85.12,240.86,897.1,1624.72,NA,-4.605170186,-4.605170186,6.133398043,1.252762968,0.693147181,2.485739636,1.098612289,3.763058852,6.529418838,Cheirogaleidae
Microcebus,tavaratra,0,1,0,1,0,0,416.8353898,655.2891402,104.9723856,1.392721736,9.02543688,14.89066363,NA,NA,NA,NA,0.5,109.3973543,0.332105496,0.974010175,-0.094462075,1.654439028,3.752479226,4.219654753,4.223544721,4.261067834,2,8.327284496,NA,108.7810765,NA,NA,NA,NA,-12.99,-13.14,-13.06,49.13,48.98,49.06,0.16,105.98,246.99,1215,1527,NA,-1.995569007,-2.807995335,5.685484022,NA,2.63905733,3.028199464,2.63905733,3.978337265,1.609437912,Cheirogaleidae
Microcebus,sambiranensis,0,1,0,1,0,0,409.9874026,655.2891402,105.994019,1.472750228,7.472939119,14.37064399,NA,NA,NA,NA,0.5,96.94072409,0.372621118,1.06536062,-0.018222728,1.707344724,3.573912451,3.893044039,4.113089768,3.94491585,2,6.53835709,NA,108.7810765,NA,NA,NA,NA,-13.99,-14.11,-14.05,48.33,48.21,48.27,0.14,146.5,234,1103.06,1808.72,NA,-1.995569007,-2.811116457,5.726449584,NA,2.079441542,2.740840024,2.079441542,3.978337265,0.693147181,Cheirogaleidae
Microcebus,rufus,0,1,0,1,0,0,299.265,243,39.7834,1,15.5,14.361,NA,NA,NA,NA,0.5,60.34,0.216143498,0.879626748,-0.511510325,1.791759469,3.304660506,4.203198967,4.786933342,4.025297304,2,7.86610692,NA,59.99,1,NA,2,NA,-13.46,-25.19,-19.32,50.46,46.58,48.52,0.18,171.44,199.61,1319.63,1595.19,NA,-4.605170186,-4.605170186,5.122772794,1.178654996,1.609437912,3.63072054,2.079441542,3.857192562,6.590301048,Cheirogaleidae
Microcebus,griseorufus,0,1,0,1,0,0,299.265,243,39.7834,1,15.5,14.361,NA,NA,NA,NA,0.5,60.34,0.209565217,0.879626748,-0.511510325,1.791759469,3.321179387,4.234106505,4.751351784,4.093970888,2,10.4900447,NA,60.0653414,NA,NA,NA,NA,-22.17,-23.71,-22.94,44.72,43.23,43.97,0.19,49.9,238.8,693.4,1668.06,NA,-3.017919075,-2.837894141,5.393414228,NA,1.609437912,2.840831312,1.609437912,3.760585305,3.465735903,Cheirogaleidae
Microcebus,berthae,0,1,0,1,0,0,418.5022203,655.2891402,105.5874011,1.75272441,7.569324046,12.76827529,NA,NA,NA,NA,0.5,105.1208301,0.408096587,0.78737555,-0.130591322,1.198258916,3.161378498,3.510051787,3.931942172,3.525001814,1,6.303433296,NA,108.7810765,NA,NA,NA,NA,-19.99,-20.15,-20.07,44.75,44.59,44.67,0.21,78.01,247.5,910.05,1572,NA,-1.995569007,-2.804363581,5.977982491,NA,1.791759469,2.138889,1.791759469,3.978337265,2.48490665,Cheirogaleidae
Microcebus,myoxinus,0,1,0,1,0,0,299.265,243,39.7834,1,15.5,14.361,NA,NA,NA,NA,0.5,60.165,0.204166667,0.790727509,-0.511510325,1.791759469,3.643381891,4.171305603,4.766159274,3.990561434,1,10.3486155,NA,59.99,1,NA,2,NA,-19.81,-20.36,-20.08,45.12,44.56,44.84,0.18,82.26,247.5,930.04,1565.99,NA,-3.017919075,-2.827772316,5.023261985,NA,1.791759469,2.046401688,1.791759469,3.862471551,2.079441542,Cheirogaleidae
Microcebus,ravelobensis,0,1,0,1,0,0,429.390347,655.2891402,105.3482098,0.969716324,12.65258688,14.56828263,NA,NA,NA,NA,0.5,110.8936176,0.335991112,0.933871269,-0.055458211,1.669310878,3.633870194,4.070734697,4.184863854,4.129463821,1,8.113692849,NA,108.7810765,NA,NA,NA,NA,-16.1,-16.5,-16.3,47.14,46.71,46.92,0.16,129.99,267.32,932.95,1602.66,NA,-1.995569007,-2.793857889,5.785325982,NA,2.833213344,3.060114532,2.833213344,3.978337265,3.433987204,Cheirogaleidae
Phaner,electromontis,0,1,0,1,0,0,721.1558082,511.6548421,184.9290549,1.109562842,12,26.812,NA,NA,NA,NA,0.1,174.46,0.260881503,0,0.138069255,4.188452902,4.982461444,5.991464547,6.07092665,5.887435488,1,8.09557082,NA,170.4873366,NA,NA,NA,NA,-12.34,-13.04,-12.69,49.59,48.93,49.26,0.16,98.77,253.6,1215,1527,NA,-3.279443331,-2.760133237,3.983248953,NA,2.197224577,3.030616675,2.197224577,4.102686626,0,Cheirogaleidae
Phaner,furcifer,0,1,0,1,0,0,758.5060208,511.6548421,194.5744861,1.136370166,12,26.812,NA,NA,NA,NA,0.1,174.46,0.260881503,0,0.04831347,4.18812429,4.982461444,5.991464547,6.116414421,5.887435488,1,9.949246088,NA,174.46,1,NA,2,NA,-14.78,-15.93,-15.35,50.46,49.59,50.02,0.15,176.31,223.32,1470.97,1867.64,NA,-3.912023005,-3.506557897,6.215087983,0.405465108,2.63905733,3.356200016,2.63905733,4.147108011,2.833213344,Cheirogaleidae
Phaner,pallescens,0,1,0,1,0,0,706.8563381,511.6548421,179.1004023,1.079548787,12,26.812,NA,NA,NA,NA,0.1,174.46,0.260881503,0,0.110010866,4.203781572,4.982461444,5.991464547,6.037363798,5.887435488,2,10.7910878,NA,170.4873366,NA,NA,NA,NA,-15.2,-23.1,-19.15,47.07,43.75,45.41,0.19,83.91,244.48,870.02,1577.4,NA,-3.279443331,-2.77943242,4.36289277,NA,0.693147181,2.204972264,1.098612289,4.102833258,0,Cheirogaleidae
Phaner,parienti,0,1,0,1,0,0,726.575028,511.6548421,188.9931015,1.026061269,12,26.812,NA,NA,NA,NA,0.1,174.46,0.260881503,0,0.168466334,4.189275004,4.982461444,5.991464547,6.071960864,5.887435488,1,7.572606071,NA,170.4873366,NA,NA,NA,NA,-13.5,-14.47,-13.98,48.85,47.86,48.35,0.19,140,207.51,1209.75,1682.36,NA,-3.279443331,-2.777360484,4.106662994,NA,2.079441542,2.624668592,2.079441542,4.102686626,0,Cheirogaleidae
Eulemur,albocollaris,0,1,0,0,0,1,647.77462,548,153,2,35.35,48.481,NA,NA,NA,NA,0.2,119.415,0.073860605,0.09531018,0.3951451,4.392595586,6.837982959,7.786628631,8.052452023,7.754100657,9.601664651,10.5898821,NA,122.0680383,NA,NA,NA,NA,-22.66,-23.14,-22.9,47.8,46.97,47.38,0.19,187.78,217.39,1341.94,1472.19,NA,-0.67666623,-2.742681619,2.83171679,NA,2.079441542,3.582963229,2.079441542,4.820443642,4.430816799,Lemuridae
Eulemur,sanfordi,0,1,0,0,0,1,647.77462,548,153,2,35.35,48.481,NA,NA,NA,NA,0.2,119.415,0.07391186,0.09531018,0.3951451,4.392595586,6.837982959,7.785934922,8.456469344,7.754100657,2,8.214354133,NA,122.0811733,7.7,NA,NA,NA,-12.25,-13.31,-12.78,49.75,48.89,49.32,0.17,101.31,251.5,1193,1510,NA,-0.67666623,-2.705429452,2.922832678,NA,2.197224577,2.983153491,2.197224577,4.658707002,1.098612289,Lemuridae
Eulemur,rufus,0,1,0,0,0,1,647.77462,548,153,2,32.775,46.962,NA,NA,NA,NA,0.2,119.415,0.073902801,0.09531018,0.3951451,4.392595586,6.85324063,7.786057498,8.424210649,7.74121526,1,10.55462582,NA,121.9234379,9.5,NA,NA,NA,-15.93,-23.08,-19.51,48.52,43.61,46.07,0.19,106.88,228.42,1004.06,1547.03,NA,-1.153654641,-2.719763088,3.242280293,NA,0.693147181,2.725890119,0.693147181,4.658476295,0.693147181,Lemuridae
Eulemur,rubriventer,0,1,0,0,0,1,566.36,557.5505645,151.22,1.167599406,20.27083333,42.736,NA,NA,NA,NA,0.2,130,0.237056642,0,-0.000735747,4.448516376,6.525401552,7.476092921,8.254185076,7.99486462,2,10.81655376,NA,126.99,3.3,NA,2,NA,-13.8,-23.11,-18.45,50.03,46.7,48.36,0.18,178.11,194.33,1343.97,1575.52,NA,-2.040220829,-1.782719339,3.401197382,1.558144618,1.609437912,3.562465529,2.079441542,4.689054337,4.317488114,Lemuridae
Eulemur,mongoz,0,1,0,1,1,1,796.25506,927.5821844,154,1,30,40.2425,NA,NA,NA,NA,0.3,128.5,0.032429675,0.104360015,-0.000684694,4.024726495,6.541796688,7.557767897,8.351400561,7.915893403,1,9.028348677,NA,129,2.7,NA,2,NA,-15.68,-16.54,-16.11,47.58,45.6,46.59,0.18,125.88,261.99,932.21,1603.66,NA,-2.995732274,-2.659260037,5.848459853,1.386294361,1.791759469,3.096029995,1.791759469,4.605170186,4.248495242,Lemuridae
Eulemur,macaco,0,1,0,0,0,1,604.375,548,152,1,30,42.3555,NA,NA,NA,NA,0.2,127.245,0.031247518,0.039220713,-0.000684694,4.313078405,6.848345967,7.818114454,8.395270957,8.012636695,1,9.024529418,NA,127.49,9.2,NA,2,NA,-13.31,-14.58,-13.94,49.06,47.81,48.44,0.18,134.19,222.55,1188.63,1717.63,NA,-3.506557897,-3.313087078,3.986202404,2.251291799,2.079441542,3.091951131,2.079441542,4.667244807,4.644390899,Lemuridae
Eulemur,coronatus,0,1,0,0,0,1,608.72,675.5834757,90.87125258,1,25.61666667,40.1135,NA,NA,NA,NA,0.2,125.39632,0.052063417,0.405465108,0.206511601,4.077537444,6.166973922,7.438295291,8.041975115,7.882669949,2,8.738065042,NA,124.04,6.95,NA,2,NA,-12.3,-13.81,-13.06,49.8,48.87,49.33,0.17,105.09,237.79,1253.32,1527.97,NA,-2.995732274,-2.949083373,4.624776716,NA,2.197224577,2.965273066,2.197224577,4.628146071,3.496507561,Lemuridae
Eulemur,cinereiceps,0,1,0,0,0,1,647.77462,548,153,2,33.075,48.481,NA,NA,NA,NA,0.3,119.415,0.073530384,0.09531018,0.3951451,4.392595586,6.837982959,7.791109511,8.481792375,7.732646169,2,7.504952176,NA,121.9234379,NA,NA,NA,NA,-13.31,-13.42,-13.37,49.87,49.76,49.82,0.18,114,241,1149,1476,NA,-1.014956822,-2.742907058,3.234174388,NA,2.564949357,2.564949357,2.564949357,4.658707002,4.430816799,Lemuridae
Eulemur,albifrons,0,1,0,0,0,1,634.375,548,152.5,1,35.5,45.981,NA,NA,NA,NA,0.3,124.67636,0.033000218,0.067658648,0.210885293,4.315218874,6.1035149,7.794118621,8.475787761,7.718969459,1,9.818366416,NA,124.2658246,NA,NA,NA,NA,-13.62,-17.37,-15.5,50.46,48.67,49.57,0.18,168.69,201.58,1398.17,1669.01,NA,-0.706543479,-2.728539543,3.033358208,NA,2.079441542,3.307619035,2.397895273,4.662039846,1.609437912,Lemuridae
Eulemur,collaris,0,1,0,0,0,1,647.77462,548,153,2,35.35,48.481,NA,NA,NA,NA,0.1,119.415,0.073530384,0.09531018,0.3951451,4.392595586,6.837982959,7.791109511,8.478187787,7.732646169,2,9.006990649,NA,122.0811733,NA,NA,NA,NA,-22.98,-25.17,-24.08,47.56,46.55,47.05,0.23,155.37,202.21,1280.94,1626.14,NA,-0.67666623,-2.734953614,3.227963954,NA,1.791759469,3.278653029,1.791759469,4.658707002,3.33220451,Lemuridae
Hapalemur,alaotrensis,0,1,0,0,0,1,880.51348,853.5442499,147,1.1,17.1,39.65,NA,NA,NA,NA,0.1,141.24,0.046791441,0.182321557,-0.093070394,3.811097087,6.141222706,7.150783807,8.077092213,7.3983222,2,5.376794673,NA,135.5881834,NA,NA,NA,NA,-17.32,-17.68,-17.5,48.55,48.3,48.42,0.31,207.35,191.65,1187.38,1515.67,NA,-1.774448604,-2.684766225,3.535652198,NA,3.496507561,3.654805474,3.496507561,4.632518082,2.302585093,Lemuridae
Hapalemur,occidentalis,0,1,0,0,0,1,880.51348,853.5442499,147,1.1,17.1,39.65,NA,NA,NA,NA,0.1,141.24,0.049607969,0.182321557,-0.093070394,3.811097087,6.068597336,7.092332623,8.031493477,7.382289744,2,10.59102795,NA,135.5881834,NA,NA,NA,NA,-13.18,-19.47,-16.32,49.06,44.22,46.64,0.16,117.41,237.68,1065.69,1584.46,NA,-1.774448604,-2.695566482,3.487445685,NA,1.098612289,2.486571929,1.098612289,4.632629469,0.693147181,Lemuridae
Hapalemur,griseus,0,1,0,0,0,1,880.51348,853.5442499,147,1.1,17.1,39.65,NA,NA,NA,NA,0.1,141.24,0.049607969,0.182321557,-0.093070394,3.811097087,6.068597336,7.092332623,8.070378515,7.382289744,3,11.35820778,NA,141.24,3.1,NA,1,NA,-13.75,-25.16,-19.45,50.48,46.59,48.53,0.18,177.28,197.44,1338.74,1594.74,NA,-4.605170186,-5.36019277,4.127134385,1.386294361,1.609437912,3.719651113,2.079441542,4.702595334,4.762173935,Lemuridae
Hapalemur,aureus,0,1,0,0,0,1,585.5504513,673.1622199,154.6354571,1.05,11.39166667,38.154,NA,NA,NA,NA,0.1,142.5,0.027264636,0.009950331,-0.000684694,4.665598866,6.373845912,7.297229884,7.989783598,7.536504555,2,7.780217253,NA,142.5,3,NA,1,NA,-20.72,-22.59,-21.66,47.82,46.74,47.28,0.18,165.45,185.24,1321.37,1516.85,NA,-1.560647748,-1.021651248,3.068249303,1.386294361,2.079441542,3.827771453,2.079441542,4.035121006,2.48490665,Lemuridae
Lemur,catta,0,1,0,0,0,1,674.1455,912,152,0.963768,30,42.5,NA,NA,NA,NA,0.2,134.83812,0.029427175,0.099845335,0.131796485,4.257030144,6.883310312,7.845807503,7.656282573,7.901007052,3,11.51370511,NA,134.74,16.45,NA,2,NA,-20.49,-25.6,-23.05,47.05,43.22,45.14,0.2,62.94,229.71,839.07,1636.61,NA,-2.995732274,-1.966112856,5.370638028,2.708050201,0.693147181,2.687847494,1.098612289,4.749317936,6.66949809,Lemuridae
Prolemur,simus,0,1,0,0,1,0,685.1126557,620.1798748,136.9639354,1,14.775,41.4,NA,NA,NA,NA,0.2,141,0.0176216,0,0.047825238,4.634007939,6.582085367,7.54112857,8.082646255,7.98767044,2,7.443688483,NA,140,7.5,NA,2,NA,-20.65,-22.87,-21.76,47.93,46.77,47.35,0.19,174.64,189.18,1334.86,1505.26,NA,-0.478035801,-0.44976275,3.108145499,1.386294361,2.079441542,3.384390263,2.079441542,3.968574632,3.401197382,Lemuridae
Varecia,rubra,0,1,0,0,1,0,652.76,608,111.85006,1,32,55.3675,NA,NA,NA,NA,0.2,100.32812,0.053708174,0.78845736,-0.000684694,4.495299515,7.970049305,8.207946941,8.46623818,8.182281262,1,8.568825579,NA,99.91077973,NA,NA,NA,NA,-14.88,-15.99,-15.44,50.44,49.59,50.02,0.15,176.31,223.32,1470.97,1867.64,NA,-1.387610354,-2.638861019,3.082285408,NA,2.63905733,3.356200016,2.63905733,4.716905182,3.63758616,Lemuridae
Lepilemur,ankaranensis,0,1,0,1,0,0,634.28624,626.0556054,85.52516,1,12,31.5,NA,NA,NA,NA,0.1,133.45,0.045,0,0.252731697,3.468388631,5.39751921,6.56948142,7.094580767,6.509744783,2,7.26889313,NA,133.016677,NA,NA,NA,NA,-12.38,-13.34,-12.86,49.82,48.89,49.35,0.17,101.31,251.5,1193,1510,NA,-3.166407374,-2.749431111,4.1000919,NA,2.197224577,2.983153491,2.197224577,4.423636121,2.48490665,Lepilemuridae
Avahi,occidentalis,0,1,0,1,0,0,873.92428,971.5308279,155.68694,1,17.10128064,36.25,NA,NA,NA,NA,0.1,136.556,0.030486414,0.009950331,-0.000684694,3.495598057,6.037526552,6.996022534,7.909185221,7.188814766,1,8.025037908,NA,135.020778,3,NA,1,NA,-15.61,-19.15,-17.38,47.59,44.63,46.11,0.14,118.44,249.49,981.46,1557.76,NA,-4.605170186,-3.912023005,4.204543355,NA,0.693147181,2.378619779,0.693147181,4.439851624,3.526360525,Indriidae
Avahi,unicolor,0,1,0,1,0,0,498.3751437,655.2891402,123.780257,1.208839493,8.367535301,30.52692765,NA,NA,NA,NA,0.1,103.8830389,0.296621704,0.079736396,-0.027580916,3.629111618,5.637853496,6.743505441,6.668816309,5.992655473,2,6.658936367,NA,108.7810765,NA,NA,NA,NA,-13.77,-14.47,-14.12,48.58,48.01,48.3,0.18,140,207.51,1209.75,1682.36,NA,-1.927692754,-2.803289926,5.110269707,NA,2.079441542,2.691243083,2.079441542,3.978337265,0,Indriidae
Propithecus,edwardsi,0,1,0,0,0,1,1618.85608,1619.819138,266.6188,0.62,11.05833333,52.587,NA,NA,NA,NA,0.3,166.28274,0.012868625,0.009950331,0.71307059,4.905237741,7.309952806,8.790115371,9.069806503,8.580571973,2,8.030523462,NA,164.9775293,6,NA,NA,NA,-19.73,-23.05,-21.39,47.99,46.73,47.36,0.18,167.26,183.01,1328.96,1496.33,NA,-2.475702651,-2.598320449,3.141806971,NA,2.079441542,3.807106835,2.079441542,4.877793775,3.951243719,Indriidae
Propithecus,perrieri,0,1,0,0,0,1,1618.85608,1619.819138,266.6188,0.62,11.05833333,52.587,NA,NA,NA,NA,0.2,166.28274,0.01317857,0.009950331,0.71307059,4.905237741,7.177046879,8.766315552,9.080976134,8.565669456,0,4.131967105,NA,164.8226278,4.5,NA,NA,NA,-12.69,-12.98,-12.84,49.67,49.31,49.49,0.13,90.5,252.5,908.2786327,1570.758532,NA,-2.475702651,-2.593342496,2.959111349,NA,2.197224577,2.48490665,2.197224577,4.877793775,1.386294361,Indriidae
Propithecus,deckenii,0,1,0,0,0,1,943.94,912,177.83,1,20.125,51.1245,NA,NA,NA,NA,0.2,148,0.022069973,0.019802627,0.210885293,4.352082758,7.455274175,8.185422684,8.552053114,8.186128953,1,10.16841983,NA,141.3006809,NA,NA,NA,NA,-15.7,-19.63,-17.67,46.72,43.92,45.32,0.16,111.93,244.74,972.47,1552.97,NA,-1.465931563,-2.545104788,3.090913168,NA,0.693147181,2.218115936,0.693147181,4.706349632,0,Indriidae
Propithecus,coquereli,0,1,0,0,0,1,1074.90716,912,179.395,1,20.6,51.1245,NA,NA,NA,NA,0.2,145.5246,0.025104363,0.009950331,-0.000684694,4.500309545,7.378326396,8.194973503,8.574735075,8.188550885,1,10.33573294,NA,140.99,5.5,NA,NA,NA,-14.57,-16.41,-15.49,48.63,46.66,47.65,0.19,134.79,251.42,982.55,1753.03,NA,-1.302799022,-2.518499131,3.047083477,NA,2.197224577,2.799108932,2.197224577,4.726529025,3.784189634,Indriidae
Arctocebus,aureus,0,1,0,1,0,0,298.91,270,112.30884,1.5,13,27.2495,NA,NA,NA,NA,0.2,133.74,0.172951456,0,-0.953703363,3.390810289,5.075173815,5.55101972,4.927212872,5.76585392,5,13.41127091,NA,133.1637505,NA,NA,NA,NA,5.23,-6.05,-0.41,18.65,8.69,13.67,0.08,150.36,244.58,1305.13,1502.14,NA,-3.310226095,-2.796253863,3.398752176,NA,2.84E-02,2.607861474,0,4.398160293,0,Lorisidae
Loris,lydekkerianus,0,1,0,1,0,0,380,365,158.745,1.5,16.4,24.4245,NA,NA,NA,NA,0.1,167.61208,0.09622763,0.31481074,-0.439933269,2.457021446,4.934473933,5.518336041,5.39504932,5.624017506,10,12.26066848,NA,166.1714806,NA,NA,NA,NA,21.22,6.28,13.75,82.27,72.65,77.46,7.00E-02,112.22,263.96,941.27,1627.7,NA,-2.279372269,-2.746278367,4.232212411,NA,4.077537444,6.133896834,4.644390899,4.022088518,3.17805383,Lorisidae
Nycticebus,pygmaeus,0,1,0,1,0,0,578,727.3903995,177,1,25.7,32,NA,NA,NA,NA,0.4,188,0.059484863,0.113328685,0.20421118,3.875359021,6.253828812,6.810721114,7.099043225,7.036703513,11,13.08539893,NA,185.42,1,NA,NA,NA,23.44,10.43,16.94,109.46,102.79,106.12,0.11,149.9,210.9,1172.49,1359.8,NA,-1.632568993,-2.739377802,3.503606421,NA,0.693147181,5.3980722,2.48490665,4.908680819,4.007333185,Lorisidae
Nycticebus,bengalensis,0,1,0,1,0,0,619.41,796.2706431,177.06876,1,25.75,34,NA,NA,NA,NA,0.4,189.545,0.053855587,0.034401427,0.159708685,3.910822285,6.253828812,6.866672834,7.286593302,7.019673081,30,14.53254765,NA,185.4140554,NA,NA,NA,NA,27.17,8.55,17.86,109.46,88.33,98.89,0.09,164.24,232.83,1095.58,1474,NA,-1.579277857,-2.729129503,3.522423993,NA,0.693147181,5.04452129,2.197224577,4.857795321,3.218875825,Lorisidae
Pseudopotto,martini,0,1,0,1,0,0,602.5194837,613.9443122,107.0896177,1.588045039,1.83333333,28.37806728,NA,NA,NA,NA,0.3,97.07207301,0.241070367,0.378751552,-0.066671871,3.430029156,5.144295456,6.162893663,5.316586527,5.193485908,9.10193023,11.0280844,NA,108.8428325,NA,NA,NA,NA,13.13856754,-0.727413224,6.215935993,35.63429684,14.9486052,25.26941828,NA,118.3367398,172.545382,867.3975918,1350.161321,NA,-3.024481427,-2.795244245,4.695078905,NA,1.852218714,1.735098329,0.615458777,4.007028641,0,Lorisidae
Euoticus,elegantulus,0,1,0,1,0,0,703.8180352,509.7648591,110.2116518,1.070354596,15,25.5,NA,NA,1.205,NA,0.3,135.206,0.233260042,-0.010050336,0.108204984,3.826510005,4.550522335,5.634789603,5.308642012,6.083106056,5,13.56986215,NA,133.45,1,NA,2,NA,5.51,-6.05,-0.26,18.39,8.69,13.54,0.08,149.71,244.37,1298.21,1499.54,NA,-2.450897105,-2.740976037,2.801540544,NA,-3.89E-02,2.901421594,0,4.040210203,2.079441542,Galagidae
Euoticus,pallidus,0,1,0,1,0,0,543.2179231,620.5026823,105.8212281,1.538872597,9.74583333,24.60802102,NA,NA,NA,NA,0.3,101.1970757,0.251835804,0.370519996,-0.082266578,2.876616381,4.923287754,5.625352355,4.694716312,5.146246953,5,11.47084395,NA,108.7838058,NA,NA,NA,NA,6.57,3.2,4.89,14.36,7.93,11.14,0.11,192.29,242.5,1225.07,1514.77,NA,-3.046449641,-2.807336995,4.41940228,NA,1.791759469,4.293468608,1.791759469,3.990359779,0,Galagidae
Galago,gabonensis,0,1,0,1,0,0,295.44398,437.1579492,96.98881945,1,10,20.25,NA,NA,NA,NA,0.2,134.52446,0.105315995,0.198850859,-0.000684694,3.176594433,4.172628058,5.626235262,4.926076122,5.633313614,7.642693295,12.08533366,NA,132.9265311,NA,NA,NA,NA,4.89,-6.05,-0.58,14.59,8.69,11.64,0.08,157.01,242.78,1267.81,1494.24,NA,-3.290484799,-2.801568189,3.821366931,NA,6.00E-02,2.85532012,0,4.370219192,0,Galagidae
Galago,thomasi,0,1,0,1,0,0,345.24,270,45.654,1,13.39583333,13.75,NA,NA,NA,NA,0.2,111,0.199970219,0.254642218,-0.000684694,2.291524146,3.551518092,4.15575319,4.329549753,4.030969328,8.333456193,12.19329501,NA,112.2835389,1,NA,NA,NA,9.51,-12.14,-1.31,38.75,-13.5,12.62,0.13,139.93,240.27,1277.67,1534.76,NA,-3.313730825,-2.810706395,4.102600145,NA,-0.286073422,3.605226069,0,3.916034491,1.791759469,Galagidae
Galago,rondoensis,0,1,0,1,0,0,544.625001,655.2891402,104.9798071,1.688474613,9.74528398,19.19714389,NA,NA,NA,NA,0.2,105.3033119,0.301520667,0.435440809,-0.01890877,2.274681589,4.329286723,5.110058217,3.958088918,4.742965982,9.085319725,11.46996242,NA,108.7679415,NA,NA,NA,NA,-9.59,-10.81,-10.2,39.86,38.77,39.32,0.11,78.44,250.11,924.66,1734.45,NA,-1.995569007,-2.802011246,5.508021283,NA,2.772588722,3.786232999,2.772588722,4.007028641,0.693147181,Galagidae
Galago,nyasae,0,1,0,1,0,0,323.23032,300,90.46,2,17,18,NA,NA,NA,NA,0.2,126,0.207716667,0.43502391,-0.59852169,2.493205453,4.605170186,5.192956851,4.536320416,4.831739203,9.307914117,11.20546238,NA,123.9622318,NA,NA,NA,NA,-14.44,-17.49,-15.97,36.54,33.78,35.16,0.18,85.56,233.38,979.42,1488.87,NA,-2.085103715,-2.809519949,4.788633057,NA,1.945910149,4.204543355,2.197224577,4.048545379,1.791759469,Galagidae
Galago,orinus,0,1,0,1,0,0,544.625001,655.2891402,103.3042244,1.611410237,9.067106327,19.19714389,NA,NA,NA,NA,0.2,98.50454867,0.301520667,0.55728108,-0.05557899,2.274374453,4.329286723,5.110058217,3.962086177,4.742965982,9.169854153,10.83469655,NA,108.7679415,NA,NA,NA,NA,-5.66,-9.29,-7.48,37.95,34.8,36.37,0.16,71.04,226.83,894.28,1439.03,NA,-1.995569007,-2.807656916,5.852288644,NA,2.079441542,3.30981282,2.397895273,4.007028641,0.693147181,Galagidae
Galago,zanzibaricus,0,1,0,1,0,0,323.75106,300,89,2,17,18,NA,NA,NA,NA,0.3,126,0.229591837,0.405465108,-0.511510325,2.574518808,4.685228278,5.144583267,4.555672996,4.821762808,10.0691327,12.51410133,NA,120,1,NA,2,NA,2.07,-25.76,-11.84,45.25,32.31,38.78,0.17,76,239.53,888.6,1570.98,NA,-4.605170186,-3.912023005,5.129898715,NA,0,3.681854839,0.693147181,4.072109512,2.890371758,Galagidae
Galago,matschiei,0,1,0,1,0,0,285.185,300,89.08874,2,17,17.75,NA,NA,NA,NA,0.2,126.49,0.190426639,0.405465108,-0.497904677,2.501435952,4.685228278,5.258536497,4.917686152,5.095621065,4,11.37050753,NA,124.8452627,1,NA,NA,NA,2.67,-3.33,-0.33,34.91,27.3,31.11,0.17,116.5,215.01,1391.64,1568,NA,-2.085103715,-2.797542142,4.587962283,NA,0.693147181,4.33846652,1.609437912,4.024901274,5.613128106,Galagidae
